Date,Product ID,Store ID,Stock Quantity,Reorder Needed
2023-01-14,P060,S020,144,No
2023-07-26,P061,S021,19,Yes
2023-12-07,P086,S033,68,No
2023-09-06,P029,S035,40,No
2023-04-15,P073,S041,111,No
2023-07-24,P072,S023,5,Yes
2023-06-10,P067,S003,144,No
2023-03-25,P082,S036,9,Yes
2023-08-08,P079,S002,125,No
2023-03-11,P001,S008,148,No
2023-07-23,P074,S040,132,No
2023-06-23,P054,S033,24,No
2023-03-18,P040,S029,28,No
2023-07-31,P050,S019,95,No
2023-04-27,P070,S030,123,No
2023-07-29,P051,S007,90,No
2023-08-19,P096,S015,101,No
2023-01-15,P066,S041,143,No
2023-12-01,P051,S034,25,No
2023-03-01,P008,S029,127,No
2023-08-13,P098,S003,69,No
2023-03-12,P015,S038,149,No
2023-02-11,P012,S036,150,No
2023-05-24,P027,S017,24,No
2023-03-06,P012,S013,3,Yes
2023-08-17,P067,S049,62,No
2023-01-24,P078,S024,67,No
2023-05-13,P086,S036,9,Yes
2023-12-20,P087,S018,108,No
2023-11-23,P062,S015,128,No
2023-01-22,P086,S035,67,No
2023-09-16,P010,S017,115,No
2023-11-19,P045,S001,132,No
2023-03-21,P075,S048,76,No
2023-09-22,P096,S013,87,No
2023-06-06,P013,S044,103,No
2023-05-28,P010,S014,104,No
2023-09-05,P015,S014,77,No
2023-04-30,P090,S001,82,No
2023-08-29,P046,S007,28,No
2023-07-30,P100,S012,150,No
2023-07-14,P001,S020,85,No
2023-10-03,P036,S043,132,No
2023-12-18,P042,S030,27,No
2023-05-01,P054,S018,97,No
2023-08-17,P077,S025,139,No
2023-11-20,P063,S026,138,No
2023-08-26,P033,S044,57,No
2023-12-13,P073,S030,12,Yes
2023-09-18,P050,S033,110,No
2023-12-04,P086,S016,91,No
2023-02-27,P028,S046,27,No
2023-07-21,P009,S042,80,No
2023-04-05,P002,S039,63,No
2023-01-16,P058,S002,129,No
2023-10-24,P089,S001,98,No
2023-06-08,P094,S047,132,No
2023-05-19,P011,S022,112,No
2023-08-10,P055,S004,63,No
2023-07-25,P017,S018,101,No
2023-09-30,P025,S002,16,Yes
2023-09-30,P031,S040,117,No
2023-12-22,P016,S009,6,Yes
2023-04-23,P096,S011,31,No
2023-11-16,P004,S024,8,Yes
2023-04-05,P090,S023,7,Yes
2023-08-30,P048,S010,56,No
2023-12-30,P080,S008,2,Yes
2023-05-28,P090,S005,38,No
2023-10-15,P081,S003,80,No
2023-03-14,P039,S043,60,No
2023-04-01,P089,S018,146,No
2023-02-23,P081,S044,150,No
2023-04-20,P024,S010,133,No
2023-02-22,P064,S035,63,No
2023-08-04,P040,S048,94,No
2023-07-05,P034,S033,78,No
2023-09-25,P006,S007,113,No
2023-09-18,P033,S010,107,No
2023-11-16,P086,S044,98,No
2023-10-07,P002,S003,85,No
2023-07-28,P067,S032,73,No
2023-09-15,P073,S033,44,No
2023-05-23,P016,S021,90,No
2023-03-27,P058,S033,142,No
2023-08-28,P041,S043,117,No
2023-07-30,P041,S021,85,No
2023-04-26,P025,S046,149,No
2023-10-16,P054,S021,60,No
2023-08-31,P057,S018,111,No
2023-09-24,P011,S035,146,No
2023-12-30,P076,S039,136,No
2023-11-23,P086,S005,117,No
2023-12-31,P050,S035,9,Yes
2023-06-25,P034,S017,45,No
2023-03-15,P092,S050,116,No
2023-02-20,P100,S001,23,No
2023-02-05,P080,S023,143,No
2023-01-16,P020,S034,95,No
2023-09-10,P047,S044,21,No
2023-11-13,P010,S035,73,No
2023-07-20,P004,S034,119,No
2023-02-05,P049,S021,136,No
2023-11-18,P083,S001,77,No
2023-01-12,P007,S021,8,Yes
2023-06-25,P099,S014,135,No
2023-02-21,P022,S043,92,No
2023-12-29,P074,S024,106,No
2023-02-12,P048,S011,96,No
2023-03-12,P039,S042,2,Yes
2023-03-30,P001,S002,41,No
2023-10-17,P099,S008,124,No
2023-08-12,P079,S006,10,Yes
2023-12-09,P015,S026,142,No
2023-02-10,P059,S007,3,Yes
2023-03-24,P041,S024,37,No
2023-04-09,P070,S010,63,No
2023-06-23,P015,S028,17,Yes
2023-01-20,P014,S012,92,No
2023-08-02,P024,S004,17,Yes
2023-12-26,P095,S019,80,No
2023-10-13,P092,S032,44,No
2023-10-05,P095,S041,126,No
2023-03-26,P076,S024,23,No
2023-03-25,P051,S043,57,No
2023-08-13,P078,S008,147,No
2023-07-21,P051,S014,27,No
2023-11-21,P069,S020,103,No
2023-12-04,P071,S031,142,No
2023-06-28,P029,S017,18,Yes
2023-01-19,P022,S020,137,No
2023-12-29,P068,S035,55,No
2023-08-03,P075,S008,143,No
2023-03-05,P088,S010,97,No
2023-07-20,P004,S024,45,No
2023-10-09,P086,S025,81,No
2023-04-26,P010,S025,60,No
2023-08-11,P036,S044,137,No
2023-02-03,P054,S039,32,No
2023-02-15,P015,S041,134,No
2023-04-10,P034,S020,85,No
2023-05-25,P021,S037,119,No
2023-03-14,P054,S032,27,No
2023-03-22,P094,S012,66,No
2023-09-01,P060,S029,9,Yes
2023-07-12,P056,S017,20,No
2023-08-10,P053,S031,24,No
2023-08-26,P079,S013,98,No
2023-10-16,P026,S001,2,Yes
2023-05-06,P020,S036,40,No
2023-03-29,P069,S015,100,No
2023-09-12,P044,S040,37,No
2023-10-31,P033,S005,136,No
2023-04-23,P013,S039,97,No
2023-08-30,P072,S022,87,No
2023-09-25,P008,S009,4,Yes
2023-02-22,P055,S033,74,No
2023-09-02,P089,S026,64,No
2023-10-18,P069,S027,107,No
2023-03-13,P008,S011,79,No
2023-01-03,P089,S017,47,No
2023-05-08,P082,S041,52,No
2023-11-08,P062,S013,33,No
2023-09-01,P021,S010,21,No
2023-06-27,P032,S018,7,Yes
2023-08-06,P028,S022,117,No
2023-09-09,P067,S021,23,No
2023-02-27,P083,S038,64,No
2023-05-22,P041,S008,133,No
2023-08-19,P047,S028,3,Yes
2023-11-05,P054,S021,47,No
2023-08-26,P064,S031,61,No
2023-01-30,P058,S042,70,No
2023-09-09,P054,S013,41,No
2023-06-17,P043,S006,149,No
2023-06-15,P027,S036,17,Yes
2023-02-07,P100,S038,59,No
2023-01-06,P033,S028,112,No
2023-06-30,P050,S001,137,No
2023-08-05,P012,S025,3,Yes
2023-12-02,P077,S044,141,No
2023-05-18,P007,S008,52,No
2023-02-05,P076,S041,110,No
2023-04-26,P040,S008,136,No
2023-01-08,P071,S025,45,No
2023-01-11,P042,S040,72,No
2023-11-21,P092,S011,88,No
2023-05-17,P023,S020,38,No
2023-02-07,P069,S014,118,No
2023-09-13,P028,S005,39,No
2023-10-13,P085,S007,35,No
2023-04-07,P073,S016,3,Yes
2023-12-08,P060,S001,48,No
2023-06-19,P007,S006,140,No
2023-09-28,P066,S011,113,No
2023-11-15,P010,S012,11,Yes
2023-08-13,P033,S006,124,No
2023-08-17,P040,S050,63,No
2023-03-13,P001,S031,65,No
2023-08-01,P053,S040,94,No
2023-02-26,P027,S034,7,Yes
2023-11-26,P016,S013,40,No
2023-02-09,P084,S005,86,No
2023-04-22,P086,S028,117,No
2023-10-13,P099,S039,103,No
2023-02-19,P012,S024,123,No
2023-02-17,P008,S044,28,No
2023-08-22,P027,S030,56,No
2023-08-16,P064,S039,7,Yes
2023-09-21,P081,S024,22,No
2023-04-20,P096,S012,75,No
2023-11-06,P006,S023,87,No
2023-12-02,P029,S021,91,No
2023-07-27,P002,S013,90,No
2023-11-15,P036,S013,84,No
2023-05-26,P098,S012,110,No
2023-09-17,P081,S031,81,No
2023-10-04,P027,S020,133,No
2023-04-08,P082,S008,140,No
2023-09-10,P068,S030,1,Yes
2023-09-21,P011,S018,60,No
2023-04-14,P039,S030,123,No
2023-11-12,P061,S015,131,No
2023-07-05,P063,S028,83,No
2023-10-06,P083,S015,58,No
2023-03-17,P040,S026,1,Yes
2023-09-24,P054,S047,131,No
2023-11-09,P091,S031,48,No
2023-05-22,P094,S002,127,No
2023-07-10,P006,S022,47,No
2023-07-18,P056,S001,33,No
2023-02-13,P092,S036,31,No
2023-02-27,P091,S044,64,No
2023-02-09,P072,S016,77,No
2023-04-16,P087,S028,19,Yes
2023-05-31,P055,S023,21,No
2023-07-21,P060,S009,95,No
2023-10-23,P025,S033,76,No
2023-11-04,P091,S009,145,No
2023-07-25,P078,S032,149,No
2023-12-18,P048,S029,44,No
2023-03-01,P036,S020,24,No
2023-12-15,P028,S044,113,No
2023-02-13,P065,S019,15,Yes
2023-03-12,P089,S001,89,No
2023-02-14,P060,S006,31,No
2023-02-11,P031,S013,71,No
2023-07-29,P060,S015,29,No
2023-10-09,P095,S022,35,No
2023-06-21,P048,S044,143,No
2023-10-14,P045,S046,0,Yes
2023-09-03,P051,S049,93,No
2023-01-21,P085,S011,82,No
2023-09-28,P016,S042,118,No
2023-03-25,P068,S010,24,No
2023-08-03,P066,S040,68,No
2023-08-02,P017,S004,35,No
2023-03-14,P094,S031,144,No
2023-11-02,P024,S041,24,No
2023-09-05,P041,S014,66,No
2023-11-12,P002,S041,114,No
2023-05-14,P071,S049,100,No
2023-07-20,P017,S029,76,No
2023-11-25,P083,S011,58,No
2023-08-31,P097,S023,95,No
2023-01-15,P035,S013,109,No
2023-10-10,P095,S041,85,No
2023-11-06,P052,S046,6,Yes
2023-06-07,P017,S017,44,No
2023-02-04,P093,S024,29,No
2023-08-30,P010,S050,75,No
2023-04-22,P016,S023,64,No
2023-08-10,P033,S011,51,No
2023-02-21,P065,S005,121,No
2023-07-15,P060,S033,22,No
2023-09-01,P085,S029,85,No
2023-02-07,P022,S019,90,No
2023-09-27,P043,S041,14,Yes
2023-02-24,P077,S009,88,No
2023-11-16,P017,S041,77,No
2023-05-05,P012,S026,13,Yes
2023-09-22,P075,S047,49,No
2023-11-07,P026,S021,144,No
2023-12-02,P009,S021,105,No
2023-07-15,P007,S007,69,No
2023-10-01,P058,S008,39,No
2023-12-21,P083,S023,97,No
2023-12-11,P008,S021,84,No
2023-02-05,P062,S036,107,No
2023-08-19,P005,S019,2,Yes
2023-07-23,P066,S025,39,No
2023-06-01,P007,S044,31,No
2023-10-08,P001,S019,74,No
2023-01-10,P048,S042,15,Yes
2023-12-20,P045,S013,66,No
2023-07-05,P050,S036,57,No
2023-07-06,P089,S021,47,No
2023-03-08,P061,S026,124,No
2023-07-26,P006,S017,25,No
2023-09-10,P078,S024,73,No
2023-02-14,P095,S003,102,No
2023-01-27,P012,S018,84,No
2023-05-21,P056,S006,73,No
2023-03-16,P029,S014,78,No
2023-10-26,P006,S013,22,No
2023-12-18,P070,S038,31,No
2023-03-11,P004,S031,92,No
2023-11-13,P068,S033,98,No
2023-11-16,P078,S049,27,No
2023-10-24,P042,S032,19,Yes
2023-12-23,P002,S018,17,Yes
2023-03-26,P061,S013,128,No
2023-11-08,P056,S026,50,No
2023-06-03,P038,S002,28,No
2023-09-23,P097,S025,62,No
2023-10-01,P004,S045,65,No
2023-03-06,P067,S023,140,No
2023-08-30,P033,S008,96,No
2023-03-19,P099,S007,100,No
2023-11-17,P009,S037,100,No
2023-09-01,P098,S035,37,No
2023-11-27,P078,S021,143,No
2023-06-03,P077,S050,138,No
2023-08-14,P058,S043,148,No
2023-06-16,P097,S024,141,No
2023-03-05,P009,S013,9,Yes
2023-09-02,P009,S031,147,No
2023-06-05,P048,S016,52,No
2023-07-23,P057,S036,106,No
2023-10-15,P040,S019,36,No
2023-01-08,P002,S014,137,No
2023-06-06,P002,S019,121,No
2023-10-20,P008,S010,26,No
2023-05-15,P041,S008,20,No
2023-03-29,P011,S021,75,No
2023-02-14,P050,S004,73,No
2023-02-20,P039,S041,5,Yes
2023-12-19,P095,S008,37,No
2023-09-04,P011,S003,33,No
2023-05-10,P094,S014,64,No
2023-09-08,P038,S020,66,No
2023-07-31,P065,S014,141,No
2023-01-18,P084,S004,65,No
2023-11-13,P029,S037,55,No
2023-03-11,P031,S012,27,No
2023-05-08,P026,S044,103,No
2023-07-15,P095,S040,72,No
2023-01-25,P004,S020,113,No
2023-10-12,P057,S016,140,No
2023-09-01,P014,S026,134,No
2023-08-12,P082,S024,36,No
2023-10-05,P035,S026,20,No
2023-10-08,P041,S012,13,Yes
2023-09-01,P022,S017,83,No
2023-06-08,P072,S005,117,No
2023-09-17,P039,S042,10,Yes
2023-02-12,P028,S004,18,Yes
2023-11-10,P079,S027,76,No
2023-04-16,P005,S046,12,Yes
2023-03-20,P032,S012,66,No
2023-03-05,P040,S034,45,No
2023-06-13,P082,S039,141,No
2023-10-08,P098,S021,74,No
2023-09-15,P005,S034,25,No
2023-01-20,P071,S021,115,No
2023-07-04,P082,S027,71,No
2023-06-04,P066,S019,52,No
2023-11-13,P031,S025,2,Yes
2023-09-23,P039,S048,59,No
2023-02-07,P021,S012,35,No
2023-08-05,P003,S013,48,No
2023-03-31,P006,S009,116,No
2023-05-21,P077,S024,60,No
2023-11-19,P003,S011,12,Yes
2023-12-16,P014,S022,56,No
2023-06-21,P086,S012,64,No
2023-09-21,P036,S016,81,No
2023-11-26,P071,S013,70,No
2023-04-07,P066,S041,85,No
2023-05-05,P044,S011,10,Yes
2023-04-26,P054,S008,73,No
2023-01-29,P016,S005,75,No
2023-11-03,P015,S026,40,No
2023-04-16,P064,S007,110,No
2023-03-06,P089,S034,71,No
2023-10-23,P034,S021,115,No
2023-09-10,P082,S014,80,No
2023-05-28,P051,S041,36,No
2023-02-24,P019,S025,136,No
2023-04-23,P061,S035,60,No
2023-10-13,P012,S036,137,No
2023-06-12,P048,S029,57,No
2023-07-13,P011,S014,60,No
2023-06-20,P026,S021,50,No
2023-07-15,P088,S021,85,No
2023-02-13,P050,S024,1,Yes
2023-06-06,P024,S042,119,No
2023-12-19,P099,S006,129,No
2023-04-23,P036,S012,31,No
2023-07-14,P010,S012,139,No
2023-09-20,P094,S026,51,No
2023-05-13,P100,S039,141,No
2023-06-08,P036,S039,15,Yes
2023-05-06,P075,S008,123,No
2023-04-03,P043,S005,26,No
2023-01-24,P027,S032,68,No
2023-07-24,P074,S046,68,No
2023-09-21,P089,S008,139,No
2023-10-06,P092,S049,141,No
2023-10-17,P043,S044,128,No
2023-10-29,P009,S017,104,No
2023-02-12,P088,S009,23,No
2023-05-09,P024,S049,45,No
2023-05-18,P066,S009,131,No
2023-12-05,P036,S050,44,No
2023-07-27,P033,S050,97,No
2023-04-28,P084,S012,46,No
2023-09-10,P091,S022,38,No
2023-02-12,P095,S038,25,No
2023-06-02,P094,S041,43,No
2023-03-14,P025,S044,98,No
2023-03-11,P006,S023,100,No
2023-03-17,P048,S007,107,No
2023-10-08,P039,S037,127,No
2023-03-13,P079,S036,73,No
2023-06-29,P048,S038,37,No
2023-06-29,P038,S036,81,No
2023-01-20,P002,S038,33,No
2023-09-15,P029,S018,87,No
2023-08-24,P014,S031,148,No
2023-04-03,P054,S029,57,No
2023-02-22,P055,S050,64,No
2023-03-17,P043,S024,8,Yes
2023-01-15,P071,S019,70,No
2023-06-03,P009,S028,48,No
2023-12-22,P099,S019,69,No
2023-10-05,P089,S048,99,No
2023-05-18,P091,S023,46,No
2023-09-27,P100,S021,24,No
2023-01-15,P002,S031,114,No
2023-10-20,P086,S042,106,No
2023-07-13,P079,S011,116,No
2023-04-28,P014,S038,137,No
2023-06-28,P071,S014,138,No
2023-04-16,P056,S009,125,No
2023-08-06,P088,S049,81,No
2023-10-12,P005,S025,111,No
2023-03-15,P084,S024,15,Yes
2023-05-14,P080,S019,128,No
2023-11-13,P012,S003,112,No
2023-07-09,P052,S004,126,No
2023-12-06,P032,S033,65,No
2023-02-25,P050,S026,137,No
2023-01-25,P040,S010,32,No
2023-11-17,P075,S006,83,No
2023-10-11,P061,S012,112,No
2023-01-30,P014,S021,38,No
2023-11-20,P078,S048,47,No
2023-05-19,P080,S046,5,Yes
2023-06-20,P004,S024,6,Yes
2023-02-06,P065,S031,63,No
2023-02-12,P021,S039,127,No
2023-02-27,P022,S037,112,No
2023-12-21,P088,S016,15,Yes
2023-02-25,P047,S011,113,No
2023-06-04,P100,S005,62,No
2023-12-13,P063,S041,21,No
2023-07-19,P034,S038,42,No
2023-10-02,P091,S003,87,No
2023-01-20,P062,S002,15,Yes
2023-12-18,P023,S008,26,No
2023-02-13,P052,S034,31,No
2023-06-08,P029,S044,42,No
2023-07-16,P054,S044,110,No
2023-06-11,P030,S005,35,No
2023-08-31,P006,S008,82,No
2023-02-10,P011,S015,65,No
2023-03-21,P095,S026,107,No
2023-06-12,P035,S040,43,No
2023-03-09,P018,S018,70,No
2023-01-02,P098,S008,104,No
2023-07-02,P096,S041,92,No
2023-01-09,P019,S014,15,Yes
2023-09-25,P054,S031,36,No
2023-01-12,P070,S038,41,No
2023-05-26,P024,S035,70,No
2023-01-23,P012,S010,110,No
2023-03-03,P023,S030,58,No
2023-05-23,P072,S022,147,No
2023-10-02,P070,S004,108,No
2023-02-28,P053,S039,46,No
2023-04-23,P040,S027,16,Yes
2023-03-11,P016,S020,26,No
2023-08-28,P003,S022,15,Yes
2023-03-20,P083,S035,8,Yes
2023-05-19,P035,S024,149,No
2023-05-21,P079,S020,84,No
2023-10-09,P042,S019,86,No
2023-01-30,P079,S045,82,No
2023-05-16,P007,S017,135,No
2023-04-27,P090,S027,64,No
2023-11-09,P014,S037,10,Yes
2023-01-29,P069,S031,96,No
2023-02-04,P061,S048,44,No
2023-08-28,P025,S006,9,Yes
2023-12-15,P013,S010,76,No
2023-01-06,P009,S042,68,No
2023-11-26,P088,S032,35,No
2023-04-01,P032,S044,55,No
2023-03-21,P066,S003,53,No
2023-11-13,P042,S031,84,No
2023-07-09,P047,S038,68,No
2023-01-08,P033,S005,145,No
2023-09-05,P039,S049,105,No
2023-09-16,P087,S030,20,No
2023-02-13,P062,S023,101,No
2023-04-30,P088,S042,79,No
2023-04-23,P010,S024,115,No
2023-04-11,P054,S031,103,No
2023-06-18,P089,S023,85,No
2023-12-12,P094,S015,64,No
2023-12-24,P098,S008,41,No
2023-12-19,P037,S002,85,No
2023-07-11,P050,S019,89,No
2023-03-22,P075,S037,35,No
2023-03-04,P071,S048,133,No
2023-01-28,P044,S034,146,No
2023-09-14,P043,S016,22,No
2023-02-07,P041,S031,83,No
2023-03-13,P014,S048,12,Yes
2023-10-07,P032,S046,88,No
2023-01-18,P066,S047,129,No
2023-11-30,P085,S038,32,No
2023-05-24,P033,S049,125,No
2023-05-14,P079,S041,94,No
2023-08-27,P012,S021,123,No
2023-01-10,P014,S047,121,No
2023-09-13,P076,S030,84,No
2023-12-10,P094,S050,14,Yes
2023-01-02,P057,S001,29,No
2023-12-15,P037,S045,8,Yes
2023-03-04,P060,S030,32,No
2023-10-06,P099,S008,58,No
2023-04-04,P067,S025,4,Yes
2023-06-08,P073,S015,81,No
2023-12-10,P058,S034,0,Yes
2023-11-26,P089,S021,96,No
2023-03-18,P006,S038,59,No
2023-12-22,P035,S047,32,No
2023-10-09,P030,S013,2,Yes
2023-01-09,P085,S038,4,Yes
2023-09-04,P091,S007,99,No
2023-02-20,P037,S045,106,No
2023-05-27,P046,S017,90,No
2023-04-17,P002,S002,148,No
2023-07-27,P059,S003,12,Yes
2023-11-14,P052,S044,0,Yes
2023-09-15,P006,S048,14,Yes
2023-01-16,P017,S035,86,No
2023-02-21,P100,S049,111,No
2023-05-01,P046,S027,57,No
2023-09-29,P025,S012,79,No
2023-06-13,P071,S031,26,No
2023-04-06,P030,S015,137,No
2023-11-28,P078,S029,54,No
2023-09-26,P079,S038,52,No
2023-12-10,P010,S031,48,No
2023-05-20,P022,S050,80,No
2023-12-29,P081,S048,139,No
2023-04-10,P077,S035,45,No
2023-09-15,P021,S037,38,No
2023-10-06,P025,S031,4,Yes
2023-05-16,P078,S026,83,No
2023-08-01,P005,S003,38,No
2023-04-30,P097,S028,111,No
2023-07-02,P078,S018,115,No
2023-09-16,P055,S036,27,No
2023-03-08,P046,S001,141,No
2023-03-27,P100,S025,147,No
2023-04-05,P091,S027,70,No
2023-04-10,P013,S036,10,Yes
2023-10-06,P021,S024,30,No
2023-05-22,P092,S001,42,No
2023-03-18,P094,S023,114,No
2023-05-08,P093,S001,130,No
2023-10-01,P055,S035,12,Yes
2023-10-04,P013,S037,117,No
2023-12-27,P002,S012,127,No
2023-01-13,P043,S027,107,No
2023-05-04,P061,S011,41,No
2023-10-15,P010,S044,136,No
2023-12-07,P087,S006,34,No
2023-12-28,P001,S023,61,No
2023-06-09,P031,S009,91,No
2023-07-14,P047,S008,88,No
2023-05-01,P009,S018,54,No
2023-06-02,P080,S044,146,No
2023-07-05,P056,S005,86,No
2023-04-25,P074,S033,115,No
2023-05-23,P032,S026,71,No
2023-05-08,P007,S028,57,No
2023-04-08,P073,S017,75,No
2023-12-11,P001,S027,97,No
2023-12-21,P081,S030,73,No
2023-12-29,P043,S049,20,No
2023-08-23,P040,S004,116,No
2023-10-02,P086,S038,101,No
2023-05-20,P028,S018,58,No
2023-11-13,P081,S027,8,Yes
2023-11-29,P035,S027,104,No
2023-07-09,P098,S032,37,No
2023-09-09,P005,S040,73,No
2023-05-10,P010,S023,146,No
2023-08-17,P094,S018,114,No
2023-08-06,P059,S036,8,Yes
2023-06-23,P044,S003,128,No
2023-06-08,P008,S033,54,No
2023-12-17,P017,S014,19,Yes
2023-12-27,P052,S023,143,No
2023-04-11,P084,S040,118,No
2023-03-23,P025,S009,110,No
2023-05-13,P018,S004,86,No
2023-09-08,P025,S037,103,No
2023-05-25,P049,S020,81,No
2023-03-07,P006,S033,122,No
2023-08-12,P049,S018,55,No
2023-02-17,P039,S001,83,No
2023-08-03,P068,S035,100,No
2023-11-26,P030,S009,65,No
2023-10-27,P052,S001,58,No
2023-12-15,P042,S015,8,Yes
2023-06-24,P004,S047,85,No
2023-06-13,P051,S015,101,No
2023-04-22,P050,S025,121,No
2023-05-05,P034,S003,147,No
2023-12-12,P089,S012,118,No
2023-03-08,P065,S002,112,No
2023-12-29,P068,S042,74,No
2023-01-07,P055,S034,128,No
2023-07-30,P041,S010,96,No
2023-08-23,P050,S014,126,No
2023-05-22,P053,S033,97,No
2023-03-16,P093,S028,77,No
2023-03-09,P048,S015,112,No
2023-01-31,P044,S022,56,No
2023-03-13,P064,S046,56,No
2023-06-28,P006,S033,85,No
2023-05-21,P003,S003,32,No
2023-03-14,P061,S048,38,No
2023-12-09,P051,S010,69,No
2023-03-02,P096,S044,40,No
2023-01-20,P052,S010,95,No
2023-08-04,P009,S031,17,Yes
2023-04-01,P019,S049,110,No
2023-12-17,P042,S031,142,No
2023-04-15,P013,S020,53,No
2023-10-29,P090,S039,148,No
2023-01-15,P034,S019,63,No
2023-09-24,P044,S028,58,No
2023-08-09,P030,S025,91,No
2023-12-01,P042,S047,79,No
2023-09-09,P087,S009,110,No
2023-08-15,P077,S021,64,No
2023-12-03,P092,S003,144,No
2023-12-15,P031,S018,24,No
2023-02-10,P094,S026,8,Yes
2023-07-02,P002,S018,18,Yes
2023-12-24,P025,S018,1,Yes
2023-08-01,P029,S019,145,No
2023-04-17,P072,S023,78,No
2023-03-28,P026,S007,108,No
2023-06-19,P056,S014,143,No
2023-11-27,P082,S035,50,No
2023-02-11,P023,S048,8,Yes
2023-04-11,P098,S037,48,No
2023-03-28,P035,S025,135,No
2023-04-10,P058,S035,111,No
2023-03-14,P068,S040,101,No
2023-06-07,P056,S043,139,No
2023-12-27,P059,S028,114,No
2023-07-27,P057,S003,46,No
2023-06-15,P057,S004,78,No
2023-02-15,P089,S006,11,Yes
2023-10-15,P089,S029,126,No
2023-10-13,P046,S022,105,No
2023-12-03,P099,S002,96,No
2023-12-20,P017,S023,89,No
2023-11-23,P041,S039,35,No
2023-05-16,P012,S040,66,No
2023-06-26,P005,S036,124,No
2023-07-29,P076,S038,106,No
2023-08-09,P098,S036,56,No
2023-12-20,P100,S012,53,No
2023-03-18,P069,S040,18,Yes
2023-10-17,P078,S049,116,No
2023-05-06,P098,S034,123,No
2023-07-27,P052,S028,145,No
2023-01-26,P003,S026,141,No
2023-08-04,P091,S011,19,Yes
2023-04-30,P070,S047,123,No
2023-03-28,P094,S034,96,No
2023-03-10,P093,S044,60,No
2023-03-18,P088,S019,46,No
2023-01-18,P047,S003,45,No
2023-08-26,P025,S041,20,No
2023-02-01,P024,S043,42,No
2023-09-28,P059,S003,72,No
2023-05-30,P017,S044,93,No
2023-04-06,P024,S022,90,No
2023-12-17,P008,S023,61,No
2023-02-28,P097,S014,92,No
2023-08-29,P030,S040,73,No
2023-07-12,P048,S023,102,No
2023-05-02,P087,S024,133,No
2023-09-15,P004,S023,64,No
2023-06-26,P008,S034,26,No
2023-06-04,P012,S050,145,No
2023-10-24,P025,S048,143,No
2023-09-21,P021,S050,101,No
2023-11-04,P087,S033,2,Yes
2023-08-17,P096,S046,55,No
2023-01-10,P002,S040,93,No
2023-08-30,P084,S006,113,No
2023-12-21,P063,S014,74,No
2023-01-27,P004,S008,43,No
2023-02-05,P040,S005,34,No
2023-11-23,P092,S008,113,No
2023-04-15,P001,S004,76,No
2023-07-22,P006,S015,69,No
2023-07-31,P021,S032,94,No
2023-07-11,P086,S008,30,No
2023-05-04,P088,S020,62,No
2023-05-14,P002,S025,16,Yes
2023-08-01,P091,S007,71,No
2023-10-03,P042,S042,22,No
2023-03-11,P009,S038,25,No
2023-12-31,P052,S008,79,No
2023-10-27,P029,S031,102,No
2023-07-10,P017,S024,138,No
2023-09-02,P048,S023,137,No
2023-12-23,P098,S026,125,No
2023-08-05,P036,S029,135,No
2023-10-12,P055,S037,135,No
2023-07-25,P006,S030,4,Yes
2023-04-03,P064,S028,35,No
2023-03-10,P063,S022,72,No
2023-05-23,P031,S007,71,No
2023-12-05,P056,S024,82,No
2023-11-16,P074,S024,68,No
2023-07-29,P064,S036,20,No
2023-06-07,P025,S015,18,Yes
2023-12-10,P032,S018,93,No
2023-02-17,P052,S027,8,Yes
2023-10-23,P011,S034,125,No
2023-04-07,P071,S026,49,No
2023-07-28,P096,S017,33,No
2023-09-28,P049,S027,55,No
2023-08-10,P046,S034,132,No
2023-08-02,P005,S048,118,No
2023-02-23,P068,S043,116,No
2023-11-12,P094,S007,122,No
2023-08-29,P058,S003,125,No
2023-02-26,P047,S030,147,No
2023-01-27,P071,S040,105,No
2023-05-23,P072,S025,118,No
2023-01-19,P057,S038,37,No
2023-01-15,P026,S040,85,No
2023-08-22,P041,S012,19,Yes
2023-05-26,P004,S047,59,No
2023-05-14,P072,S008,40,No
2023-06-22,P025,S039,77,No
2023-10-07,P098,S035,63,No
2023-12-21,P007,S041,46,No
2023-03-07,P026,S018,56,No
2023-01-04,P099,S019,15,Yes
2023-02-18,P053,S003,113,No
2023-05-27,P075,S008,2,Yes
2023-10-18,P053,S024,58,No
2023-04-21,P011,S028,22,No
2023-08-01,P068,S040,73,No
2023-07-02,P024,S012,30,No
2023-07-13,P049,S019,114,No
2023-08-13,P029,S034,131,No
2023-10-07,P075,S014,85,No
2023-12-24,P062,S008,94,No
2023-10-16,P048,S028,150,No
2023-10-28,P057,S040,82,No
2023-08-13,P050,S023,2,Yes
2023-02-25,P050,S024,83,No
2023-01-15,P079,S007,55,No
2023-03-29,P046,S036,82,No
2023-10-13,P049,S008,86,No
2023-11-30,P015,S012,76,No
2023-12-14,P032,S013,73,No
2023-10-31,P089,S014,44,No
2023-11-11,P080,S028,99,No
2023-02-02,P003,S046,40,No
2023-11-28,P069,S028,148,No
2023-03-19,P031,S038,51,No
2023-08-05,P078,S004,106,No
2023-07-20,P035,S025,116,No
2023-08-05,P075,S048,84,No
2023-11-12,P016,S044,44,No
2023-02-10,P031,S031,12,Yes
2023-09-07,P075,S019,30,No
2023-04-03,P044,S002,12,Yes
2023-03-12,P021,S007,104,No
2023-05-26,P019,S007,103,No
2023-12-17,P019,S011,84,No
