Date,Product ID,Store ID,Customer ID,Quantity,Unit Price,Discount,Revenue,Channel
2023-05-17,P057,S017,C0100,4,463.97,0.0,1855.88,Online
2023-01-02,P006,S008,C0085,3,109.16,0.0,327.48,In-Store
2023-02-20,P093,S046,C0085,8,234.79,0.05,1784.4,Wholesale
2023-09-18,P053,S021,C0025,3,102.68,0.1,277.24,Wholesale
2023-10-10,P024,S034,C0032,3,353.95,0.0,1061.85,Wholesale
2023-05-18,P001,S048,C0040,3,273.9,0.0,821.7,In-Store
2023-02-22,P018,S017,C0084,2,120.23,0.0,240.46,Online
2023-10-12,P025,S012,C0073,2,38.0,0.0,76.0,In-Store
2023-12-12,P058,S017,C0031,5,243.07,0.1,1093.82,In-Store
2023-06-30,P083,S032,C0053,9,408.56,0.0,3677.04,In-Store
2023-06-29,P021,S024,C0092,5,75.47,0.1,339.62,Wholesale
2023-03-23,P022,S029,C0070,6,478.46,0.15,2440.15,Wholesale
2023-06-30,P022,S031,C0060,4,301.64,0.15,1025.58,Online
2023-02-06,P054,S011,C0058,4,174.15,0.0,696.6,Wholesale
2023-11-12,P010,S014,C0092,3,88.28,0.05,251.6,In-Store
2023-05-30,P098,S045,C0003,4,474.67,0.0,1898.68,Wholesale
2023-03-22,P021,S028,C0054,4,305.59,0.0,1222.36,Wholesale
2023-12-30,P056,S025,C0052,3,199.93,0.0,599.79,Online
2023-11-07,P078,S028,C0019,6,330.69,0.0,1984.14,In-Store
2023-06-29,P026,S022,C0095,1,284.82,0.05,270.58,Wholesale
2023-07-30,P064,S033,C0018,5,297.51,0.0,1487.55,In-Store
2023-11-21,P093,S035,C0016,5,50.42,0.0,252.1,In-Store
2023-08-02,P043,S008,C0092,3,346.06,0.1,934.36,In-Store
2023-05-06,P092,S027,C0005,5,460.2,0.15,1955.85,In-Store
2023-07-20,P066,S040,C0081,4,380.34,0.05,1445.29,In-Store
2023-01-20,P053,S005,C0010,2,323.27,0.0,646.54,Online
2023-06-17,P012,S029,C0005,3,390.2,0.0,1170.6,Wholesale
2023-01-19,P036,S046,C0031,5,135.26,0.1,608.67,In-Store
2023-02-17,P087,S019,C0036,4,79.19,0.0,316.76,Online
2023-05-31,P067,S028,C0058,3,464.12,0.0,1392.36,In-Store
2023-12-03,P059,S050,C0081,10,310.39,0.0,3103.9,Online
2023-05-11,P097,S047,C0100,4,394.27,0.0,1577.08,Wholesale
2023-04-07,P056,S025,C0027,1,499.04,0.1,449.14,In-Store
2023-07-30,P076,S048,C0010,2,92.64,0.0,185.28,In-Store
2023-01-01,P008,S004,C0065,5,157.38,0.1,708.21,Wholesale
2023-04-09,P022,S012,C0052,3,407.31,0.15,1038.64,Online
2023-09-30,P025,S013,C0018,5,206.44,0.15,877.37,Wholesale
2023-01-22,P077,S040,C0055,5,252.81,0.05,1200.85,In-Store
2023-08-17,P062,S030,C0002,4,104.44,0.0,417.76,Wholesale
2023-06-10,P009,S014,C0083,4,355.4,0.0,1421.6,Online
2023-12-31,P095,S018,C0049,7,477.6,0.0,3343.2,Wholesale
2023-03-13,P026,S042,C0037,5,351.15,0.0,1755.75,In-Store
2023-11-08,P036,S021,C0039,2,167.15,0.0,334.3,In-Store
2023-05-29,P056,S007,C0063,2,293.84,0.1,528.91,Online
2023-12-01,P073,S024,C0049,4,61.33,0.0,245.32,Wholesale
2023-11-15,P099,S016,C0051,3,406.84,0.15,1037.44,In-Store
2023-12-19,P016,S018,C0083,3,289.64,0.0,868.92,In-Store
2023-10-15,P004,S002,C0046,3,495.66,0.0,1486.98,Wholesale
2023-11-24,P030,S013,C0051,5,241.93,0.0,1209.65,In-Store
2023-04-05,P030,S031,C0037,4,376.61,0.0,1506.44,Wholesale
2023-09-04,P019,S010,C0084,5,110.9,0.0,554.5,Wholesale
2023-10-26,P055,S044,C0051,3,398.74,0.1,1076.6,Online
2023-11-20,P010,S030,C0025,3,311.08,0.1,839.92,In-Store
2023-11-03,P042,S031,C0054,6,360.55,0.0,2163.3,Online
2023-01-04,P030,S049,C0092,4,392.19,0.0,1568.76,Online
2023-10-19,P030,S037,C0035,3,331.23,0.05,944.01,Wholesale
2023-10-06,P077,S002,C0033,6,53.41,0.0,320.46,Wholesale
2023-11-19,P068,S019,C0006,2,331.09,0.1,595.96,Online
2023-05-04,P072,S038,C0094,2,118.41,0.0,236.82,Wholesale
2023-08-02,P085,S025,C0059,3,269.7,0.0,809.1,Wholesale
2023-10-16,P056,S025,C0038,3,342.99,0.0,1028.97,Online
2023-10-11,P062,S039,C0002,4,170.87,0.15,580.96,In-Store
2023-03-27,P053,S004,C0047,8,379.53,0.1,2732.62,In-Store
2023-08-04,P063,S019,C0017,5,124.17,0.0,620.85,Wholesale
2023-08-19,P087,S044,C0064,4,168.94,0.0,675.76,In-Store
2023-02-19,P080,S044,C0081,3,56.63,0.0,169.89,Wholesale
2023-05-24,P073,S014,C0011,3,481.6,0.15,1228.08,Online
2023-04-27,P008,S044,C0036,5,189.34,0.15,804.7,In-Store
2023-02-10,P059,S002,C0027,3,167.15,0.0,501.45,In-Store
2023-01-18,P002,S039,C0075,6,72.7,0.15,370.77,In-Store
2023-02-08,P068,S037,C0095,2,201.69,0.15,342.87,Online
2023-09-04,P073,S042,C0071,5,414.91,0.1,1867.1,Online
2023-04-11,P020,S033,C0011,6,72.82,0.0,436.92,In-Store
2023-12-20,P014,S026,C0025,10,317.8,0.0,3178.0,Online
2023-12-10,P046,S020,C0018,2,268.9,0.0,537.8,Online
2023-08-15,P068,S038,C0097,2,328.78,0.0,657.56,Online
2023-11-27,P034,S050,C0056,6,255.13,0.15,1301.16,Wholesale
2023-02-26,P094,S037,C0051,7,185.04,0.0,1295.28,Online
2023-07-19,P020,S010,C0046,5,365.54,0.05,1736.32,In-Store
2023-05-16,P007,S030,C0080,4,35.71,0.0,142.84,In-Store
2023-02-03,P076,S038,C0075,6,179.62,0.0,1077.72,Wholesale
2023-03-26,P063,S026,C0002,7,392.76,0.0,2749.32,Wholesale
2023-09-16,P041,S020,C0100,3,293.93,0.15,749.52,In-Store
2023-02-05,P071,S031,C0081,6,169.03,0.0,1014.18,Wholesale
2023-03-10,P089,S033,C0042,7,443.07,0.0,3101.49,Wholesale
2023-01-09,P075,S021,C0031,5,247.08,0.1,1111.86,Wholesale
2023-03-20,P034,S009,C0029,5,263.18,0.0,1315.9,In-Store
2023-10-13,P055,S022,C0009,4,482.69,0.1,1737.68,Online
2023-12-07,P022,S035,C0047,6,427.56,0.1,2308.82,Wholesale
2023-10-20,P050,S022,C0010,3,194.72,0.0,584.16,Wholesale
2023-09-07,P048,S009,C0093,3,112.58,0.15,287.08,Online
2023-01-27,P069,S049,C0061,2,388.02,0.0,776.04,Online
2023-03-01,P006,S023,C0051,6,227.74,0.0,1366.44,In-Store
2023-10-09,P027,S015,C0084,4,303.14,0.0,1212.56,Wholesale
2023-04-27,P031,S042,C0003,7,390.61,0.15,2324.13,Online
2023-02-12,P026,S014,C0078,6,343.23,0.0,2059.38,Online
2023-11-25,P029,S039,C0044,5,311.72,0.05,1480.67,In-Store
2023-08-28,P069,S020,C0047,5,280.96,0.0,1404.8,Online
2023-05-20,P007,S014,C0033,3,386.9,0.0,1160.7,Online
2023-04-25,P016,S027,C0041,4,100.92,0.05,383.5,Wholesale
2023-06-12,P044,S022,C0088,4,90.84,0.0,363.36,Online
2023-04-12,P002,S012,C0026,3,273.49,0.0,820.47,In-Store
2023-01-24,P028,S024,C0040,3,294.16,0.05,838.36,In-Store
2023-11-27,P091,S045,C0086,4,265.47,0.05,1008.79,Online
2023-05-15,P026,S017,C0061,2,375.38,0.15,638.15,Online
2023-10-14,P024,S033,C0042,5,58.01,0.0,290.05,Online
2023-09-29,P047,S028,C0048,2,96.3,0.15,163.71,Online
2023-06-26,P094,S039,C0038,5,299.59,0.15,1273.26,In-Store
2023-05-03,P039,S004,C0084,4,235.28,0.0,941.12,In-Store
2023-12-13,P049,S006,C0088,2,92.79,0.05,176.3,In-Store
2023-11-01,P050,S015,C0034,5,269.63,0.15,1145.93,In-Store
2023-10-28,P060,S031,C0018,4,163.39,0.1,588.2,Online
2023-10-02,P097,S014,C0025,5,313.66,0.0,1568.3,In-Store
2023-06-30,P044,S033,C0087,4,409.27,0.1,1473.37,In-Store
2023-07-29,P042,S002,C0028,2,96.68,0.05,183.69,Wholesale
2023-08-11,P019,S047,C0096,7,106.6,0.15,634.27,Wholesale
2023-01-06,P055,S032,C0051,5,288.54,0.15,1226.3,Wholesale
2023-01-20,P080,S032,C0088,3,474.67,0.0,1424.01,Online
2023-02-09,P039,S006,C0081,5,210.43,0.15,894.33,Online
2023-03-21,P042,S010,C0090,3,286.32,0.0,858.96,In-Store
2023-03-12,P048,S018,C0075,4,151.38,0.1,544.97,Online
2023-10-11,P051,S029,C0013,3,361.65,0.1,976.45,Online
2023-10-08,P014,S044,C0069,2,268.02,0.0,536.04,Online
2023-03-25,P052,S021,C0034,5,385.58,0.05,1831.5,Wholesale
2023-10-23,P091,S048,C0046,7,409.69,0.0,2867.83,Online
2023-06-07,P060,S034,C0001,5,260.19,0.15,1105.81,Wholesale
2023-01-27,P016,S033,C0059,2,488.94,0.0,977.88,In-Store
2023-09-29,P088,S045,C0050,4,135.07,0.05,513.27,Wholesale
2023-03-27,P070,S020,C0027,4,191.85,0.0,767.4,Wholesale
2023-11-03,P051,S014,C0009,2,229.45,0.05,435.95,Wholesale
2023-04-28,P028,S037,C0091,3,459.62,0.0,1378.86,Wholesale
2023-03-01,P007,S039,C0010,6,430.41,0.15,2195.09,Online
2023-12-12,P093,S033,C0066,2,164.7,0.0,329.4,In-Store
2023-01-22,P009,S011,C0020,3,112.2,0.0,336.6,Wholesale
2023-12-17,P072,S005,C0009,3,205.89,0.1,555.9,Online
2023-12-13,P001,S022,C0033,1,203.68,0.0,203.68,Wholesale
2023-11-14,P084,S049,C0088,6,99.55,0.05,567.43,Wholesale
2023-05-09,P089,S031,C0038,3,113.03,0.15,288.23,Online
2023-01-06,P071,S029,C0046,4,357.28,0.0,1429.12,In-Store
2023-08-11,P100,S009,C0026,3,461.83,0.1,1246.94,In-Store
2023-02-18,P035,S037,C0045,3,64.8,0.05,184.68,Online
2023-01-19,P094,S008,C0012,3,278.55,0.15,710.3,Online
2023-03-10,P066,S048,C0062,2,133.4,0.0,266.8,In-Store
2023-02-26,P040,S033,C0006,3,191.97,0.0,575.91,Wholesale
2023-12-15,P005,S031,C0057,2,404.41,0.0,808.82,In-Store
2023-02-06,P014,S040,C0024,2,438.1,0.05,832.39,Wholesale
2023-02-25,P072,S040,C0001,4,494.41,0.1,1779.88,Online
2023-09-26,P012,S042,C0086,3,430.92,0.05,1228.12,In-Store
2023-02-17,P092,S031,C0086,2,288.82,0.0,577.64,Online
2023-05-10,P034,S037,C0029,3,465.86,0.0,1397.58,Online
2023-12-08,P016,S045,C0014,3,302.81,0.0,908.43,In-Store
2023-06-21,P057,S036,C0049,6,304.44,0.0,1826.64,Wholesale
2023-10-07,P016,S016,C0044,4,90.94,0.0,363.76,Online
2023-07-21,P058,S038,C0030,3,333.65,0.0,1000.95,In-Store
2023-12-22,P032,S036,C0082,2,143.5,0.0,287.0,In-Store
2023-02-13,P088,S010,C0020,5,74.06,0.0,370.3,In-Store
2023-01-23,P010,S039,C0062,7,103.8,0.0,726.6,Online
2023-01-28,P049,S006,C0090,6,134.7,0.15,686.97,Wholesale
2023-09-09,P036,S044,C0065,6,304.27,0.0,1825.62,Online
2023-12-05,P043,S006,C0047,4,298.63,0.0,1194.52,Wholesale
2023-09-12,P023,S030,C0001,5,160.67,0.15,682.85,In-Store
2023-05-28,P037,S025,C0080,1,149.59,0.0,149.59,Online
2023-10-09,P095,S048,C0077,7,379.6,0.05,2524.34,In-Store
2023-12-09,P004,S034,C0092,8,107.19,0.05,814.64,Wholesale
2023-02-12,P027,S045,C0022,3,351.68,0.1,949.54,In-Store
2023-04-13,P041,S030,C0099,5,432.32,0.0,2161.6,Online
2023-01-11,P022,S020,C0068,3,236.38,0.0,709.14,In-Store
2023-02-09,P004,S005,C0013,1,268.68,0.0,268.68,In-Store
2023-05-11,P002,S023,C0084,4,200.43,0.1,721.55,In-Store
2023-12-22,P073,S018,C0037,3,427.64,0.1,1154.63,In-Store
2023-09-09,P087,S027,C0062,5,37.62,0.15,159.88,In-Store
2023-08-22,P002,S033,C0009,4,177.15,0.0,708.6,Wholesale
2023-07-15,P096,S027,C0007,4,79.26,0.05,301.19,Online
2023-06-16,P027,S031,C0030,4,361.94,0.0,1447.76,Online
2023-01-23,P086,S009,C0025,8,328.37,0.15,2232.92,In-Store
2023-08-23,P085,S030,C0051,5,51.62,0.15,219.38,In-Store
2023-12-01,P038,S001,C0076,5,34.71,0.15,147.52,In-Store
2023-06-15,P068,S030,C0081,6,363.83,0.0,2182.98,In-Store
2023-04-03,P089,S032,C0017,2,425.95,0.0,851.9,In-Store
2023-05-20,P036,S009,C0015,7,238.68,0.0,1670.76,Online
2023-10-01,P022,S033,C0059,6,413.25,0.0,2479.5,In-Store
2023-01-05,P057,S039,C0019,3,290.37,0.0,871.11,In-Store
2023-10-30,P041,S028,C0035,2,94.5,0.0,189.0,Online
2023-06-11,P028,S039,C0091,7,42.31,0.15,251.74,In-Store
2023-07-12,P078,S014,C0066,5,431.77,0.0,2158.85,Wholesale
2023-07-02,P096,S035,C0017,4,214.61,0.0,858.44,Wholesale
2023-03-08,P004,S044,C0022,5,311.83,0.0,1559.15,In-Store
2023-05-26,P072,S017,C0086,3,133.72,0.0,401.16,Wholesale
2023-03-09,P079,S025,C0041,3,93.25,0.0,279.75,In-Store
2023-01-03,P088,S040,C0095,5,178.13,0.05,846.12,Online
2023-06-09,P054,S049,C0094,1,249.89,0.0,249.89,Online
2023-08-29,P035,S017,C0080,4,31.38,0.15,106.69,In-Store
2023-01-23,P012,S026,C0060,6,79.54,0.05,453.38,Online
2023-06-14,P091,S041,C0018,2,385.12,0.0,770.24,In-Store
2023-08-29,P011,S005,C0032,4,436.85,0.0,1747.4,Online
2023-11-26,P059,S029,C0037,4,257.21,0.0,1028.84,In-Store
2023-06-25,P053,S048,C0052,3,262.1,0.0,786.3,Online
2023-07-29,P047,S039,C0099,2,99.4,0.05,188.86,Online
2023-07-12,P061,S047,C0060,6,24.58,0.1,132.73,Online
2023-02-03,P076,S044,C0002,4,191.21,0.0,764.84,Online
2023-08-11,P061,S006,C0086,7,411.4,0.0,2879.8,In-Store
2023-05-18,P043,S029,C0093,2,469.71,0.1,845.48,In-Store
2023-04-05,P044,S021,C0036,2,204.74,0.15,348.06,Wholesale
2023-07-27,P020,S008,C0011,3,145.86,0.0,437.58,Online
2023-04-20,P030,S017,C0048,7,499.34,0.15,2971.07,In-Store
2023-09-07,P030,S047,C0009,2,60.41,0.05,114.78,Wholesale
2023-10-25,P041,S046,C0069,6,173.54,0.0,1041.24,Wholesale
2023-02-10,P004,S048,C0076,3,293.6,0.0,880.8,In-Store
2023-12-10,P058,S034,C0042,3,202.76,0.0,608.28,Wholesale
2023-01-15,P033,S005,C0024,2,305.0,0.15,518.5,In-Store
2023-05-31,P050,S018,C0026,3,333.35,0.1,900.05,In-Store
2023-12-04,P069,S037,C0091,3,488.42,0.15,1245.47,Wholesale
2023-05-06,P055,S037,C0027,4,323.71,0.15,1100.61,Online
2023-05-12,P059,S031,C0063,4,406.04,0.0,1624.16,In-Store
2023-03-27,P049,S043,C0037,2,158.42,0.1,285.16,Online
2023-12-10,P049,S004,C0005,3,260.88,0.15,665.24,Online
2023-06-17,P052,S029,C0020,5,23.16,0.1,104.22,Wholesale
2023-09-03,P019,S037,C0049,6,104.48,0.0,626.88,Online
2023-06-11,P060,S006,C0006,6,435.96,0.15,2223.4,Wholesale
2023-05-09,P077,S027,C0026,5,138.63,0.1,623.84,In-Store
2023-11-26,P043,S023,C0097,2,194.97,0.0,389.94,In-Store
2023-02-07,P080,S006,C0096,2,113.42,0.15,192.81,In-Store
2023-08-08,P069,S039,C0045,3,475.64,0.05,1355.57,Wholesale
2023-01-24,P045,S016,C0023,4,141.41,0.0,565.64,Online
2023-10-24,P061,S049,C0052,9,283.56,0.05,2424.44,Wholesale
2023-01-07,P008,S022,C0003,5,175.32,0.15,745.11,Wholesale
2023-06-08,P078,S022,C0093,4,80.35,0.0,321.4,Online
2023-11-09,P014,S035,C0099,3,379.86,0.05,1082.6,Online
2023-07-23,P025,S033,C0020,3,54.03,0.0,162.09,Wholesale
2023-07-23,P021,S016,C0032,4,168.8,0.05,641.44,Online
2023-12-29,P071,S034,C0098,3,172.55,0.0,517.65,Online
2023-08-30,P070,S019,C0028,5,310.37,0.05,1474.26,Wholesale
2023-12-19,P067,S029,C0030,3,210.32,0.0,630.96,In-Store
2023-07-12,P075,S050,C0010,4,337.57,0.0,1350.28,Online
2023-12-03,P014,S048,C0062,4,227.62,0.0,910.48,Online
2023-03-07,P050,S048,C0072,6,222.45,0.05,1267.96,In-Store
2023-07-04,P061,S015,C0034,5,94.25,0.0,471.25,In-Store
2023-05-16,P096,S003,C0060,6,267.46,0.0,1604.76,In-Store
2023-10-05,P070,S049,C0013,5,247.35,0.1,1113.08,Wholesale
2023-05-14,P015,S039,C0077,3,480.2,0.15,1224.51,Online
2023-10-05,P063,S045,C0095,4,269.61,0.05,1024.52,Wholesale
2023-10-11,P056,S031,C0055,9,67.29,0.05,575.33,Online
2023-01-03,P057,S045,C0072,6,239.83,0.0,1438.98,Online
2023-07-05,P087,S030,C0094,4,159.66,0.0,638.64,Wholesale
2023-08-23,P034,S007,C0037,6,142.26,0.1,768.2,Wholesale
2023-08-27,P052,S001,C0068,4,52.72,0.0,210.88,In-Store
2023-04-17,P016,S036,C0053,4,350.7,0.0,1402.8,In-Store
2023-08-23,P090,S030,C0038,8,405.07,0.05,3078.53,Wholesale
2023-08-16,P009,S023,C0001,8,232.03,0.1,1670.62,In-Store
2023-03-27,P008,S011,C0048,3,318.33,0.0,954.99,Wholesale
2023-01-24,P033,S049,C0082,6,45.5,0.0,273.0,Online
2023-06-30,P011,S021,C0068,2,190.35,0.0,380.7,In-Store
2023-07-24,P038,S030,C0100,5,482.85,0.0,2414.25,Online
2023-03-12,P082,S017,C0044,8,457.94,0.0,3663.52,In-Store
2023-05-01,P067,S024,C0086,6,427.85,0.0,2567.1,Online
2023-08-30,P056,S015,C0066,5,31.64,0.0,158.2,Wholesale
2023-12-29,P032,S026,C0004,3,181.91,0.15,463.87,Wholesale
2023-03-09,P098,S047,C0002,2,313.32,0.05,595.31,In-Store
2023-01-07,P091,S007,C0067,4,23.87,0.0,95.48,Online
2023-09-18,P016,S014,C0081,3,123.39,0.0,370.17,Wholesale
2023-10-10,P028,S048,C0050,4,364.69,0.0,1458.76,Wholesale
2023-06-15,P003,S038,C0054,6,224.95,0.0,1349.7,Online
2023-08-02,P060,S016,C0020,2,217.43,0.05,413.12,Wholesale
2023-01-11,P079,S040,C0052,4,369.49,0.1,1330.16,Wholesale
2023-02-22,P091,S009,C0078,4,274.91,0.15,934.69,Wholesale
2023-09-14,P020,S006,C0040,4,80.39,0.15,273.33,Wholesale
2023-07-31,P046,S049,C0025,4,249.61,0.0,998.44,In-Store
2023-01-03,P091,S014,C0031,6,198.9,0.0,1193.4,Wholesale
2023-11-15,P076,S010,C0002,2,448.59,0.0,897.18,In-Store
2023-10-22,P076,S025,C0012,5,51.37,0.05,244.01,In-Store
2023-12-25,P013,S042,C0052,5,180.17,0.0,900.85,Wholesale
2023-01-18,P012,S018,C0024,2,359.71,0.15,611.51,Online
2023-06-29,P050,S035,C0027,3,372.01,0.0,1116.03,In-Store
2023-10-07,P014,S021,C0044,4,368.36,0.0,1473.44,Online
2023-06-05,P059,S005,C0066,3,379.08,0.0,1137.24,In-Store
2023-08-24,P067,S047,C0016,5,33.81,0.0,169.05,Wholesale
2023-10-18,P038,S030,C0061,3,118.21,0.0,354.63,Wholesale
2023-03-23,P047,S016,C0039,2,489.17,0.0,978.34,In-Store
2023-05-22,P074,S034,C0073,5,459.15,0.1,2066.18,Online
2023-05-04,P005,S048,C0087,6,105.01,0.0,630.06,Wholesale
2023-03-10,P013,S001,C0074,3,203.61,0.1,549.75,Online
2023-02-16,P029,S027,C0071,4,192.8,0.0,771.2,Online
2023-08-22,P071,S003,C0091,5,180.05,0.0,900.25,Wholesale
2023-09-28,P055,S048,C0053,1,405.41,0.0,405.41,In-Store
2023-12-14,P030,S037,C0066,6,327.44,0.05,1866.41,Wholesale
2023-05-21,P079,S003,C0053,3,471.14,0.05,1342.75,Wholesale
2023-10-01,P020,S030,C0066,7,327.98,0.15,1951.48,In-Store
2023-12-15,P056,S041,C0050,8,42.71,0.0,341.68,In-Store
2023-01-04,P013,S022,C0085,4,250.35,0.0,1001.4,Wholesale
2023-08-28,P031,S032,C0061,7,256.43,0.0,1795.01,In-Store
2023-07-03,P010,S031,C0054,3,173.0,0.0,519.0,Online
2023-03-24,P061,S035,C0057,3,221.74,0.05,631.96,In-Store
2023-10-05,P094,S012,C0064,3,267.41,0.0,802.23,Wholesale
2023-06-27,P092,S013,C0052,3,54.46,0.1,147.04,Online
2023-11-09,P080,S035,C0010,4,191.1,0.0,764.4,Wholesale
2023-10-08,P074,S043,C0099,3,341.08,0.0,1023.24,Wholesale
2023-03-01,P050,S047,C0082,2,25.81,0.0,51.62,Online
2023-10-14,P092,S036,C0059,7,372.55,0.0,2607.85,Online
2023-07-10,P066,S002,C0100,3,357.31,0.0,1071.93,Online
2023-11-08,P024,S010,C0064,5,388.55,0.0,1942.75,Online
2023-04-13,P058,S011,C0061,4,45.13,0.15,153.44,Wholesale
2023-01-22,P042,S021,C0088,6,194.15,0.05,1106.65,Online
2023-07-05,P024,S041,C0079,6,356.53,0.05,2032.22,Wholesale
2023-03-25,P096,S017,C0084,4,124.29,0.15,422.59,In-Store
2023-10-13,P006,S015,C0092,3,472.28,0.0,1416.84,Wholesale
2023-06-27,P001,S031,C0016,2,290.88,0.05,552.67,In-Store
2023-08-10,P011,S025,C0093,1,477.94,0.0,477.94,Online
2023-10-22,P042,S016,C0094,5,240.56,0.0,1202.8,Wholesale
2023-05-11,P082,S032,C0019,4,255.41,0.0,1021.64,Online
2023-04-23,P014,S001,C0046,4,33.04,0.0,132.16,In-Store
2023-03-03,P014,S018,C0083,4,158.76,0.15,539.78,Wholesale
2023-11-23,P018,S034,C0005,3,468.32,0.0,1404.96,Wholesale
2023-12-03,P061,S024,C0073,3,47.78,0.0,143.34,Wholesale
2023-12-28,P084,S046,C0085,3,293.62,0.05,836.82,Wholesale
2023-10-07,P049,S031,C0012,5,278.33,0.1,1252.48,Wholesale
2023-07-15,P035,S002,C0054,4,103.73,0.05,394.17,Wholesale
2023-02-04,P099,S011,C0010,6,153.77,0.1,830.36,In-Store
2023-10-01,P066,S010,C0042,3,236.6,0.0,709.8,Online
2023-08-06,P058,S039,C0063,7,331.62,0.15,1973.14,In-Store
2023-07-09,P058,S032,C0064,2,170.63,0.0,341.26,Online
2023-02-25,P022,S013,C0039,6,26.48,0.0,158.88,In-Store
2023-10-29,P100,S013,C0082,3,230.6,0.0,691.8,Wholesale
2023-07-15,P078,S015,C0079,2,239.15,0.0,478.3,Wholesale
2023-03-01,P094,S020,C0095,6,192.4,0.15,981.24,Online
2023-09-22,P032,S025,C0048,4,214.09,0.1,770.72,Online
2023-01-22,P076,S030,C0075,5,199.57,0.15,848.17,Wholesale
2023-12-22,P035,S038,C0002,4,113.06,0.15,384.4,Online
2023-10-16,P005,S034,C0036,2,39.62,0.0,79.24,In-Store
2023-04-07,P018,S034,C0033,4,304.19,0.05,1155.92,In-Store
2023-02-12,P064,S041,C0097,2,35.44,0.0,70.88,In-Store
2023-05-09,P083,S011,C0016,8,106.12,0.0,848.96,In-Store
2023-10-05,P092,S013,C0089,3,230.16,0.0,690.48,In-Store
2023-05-30,P049,S022,C0089,4,180.2,0.0,720.8,Online
2023-08-21,P037,S046,C0016,5,481.93,0.15,2048.2,In-Store
2023-02-09,P077,S009,C0069,4,430.8,0.1,1550.88,Online
2023-11-13,P042,S003,C0035,6,102.78,0.15,524.18,Online
2023-03-01,P050,S047,C0057,4,347.62,0.1,1251.43,Online
2023-06-20,P087,S043,C0097,6,250.64,0.1,1353.46,In-Store
2023-04-15,P016,S023,C0030,5,140.37,0.0,701.85,Online
2023-03-17,P015,S043,C0086,4,372.25,0.05,1414.55,Wholesale
2023-08-15,P014,S008,C0100,3,182.68,0.0,548.04,Online
2023-07-09,P097,S015,C0017,2,372.16,0.05,707.1,Wholesale
2023-09-24,P099,S036,C0089,4,112.86,0.15,383.72,Wholesale
2023-06-24,P090,S008,C0012,7,80.44,0.0,563.08,In-Store
2023-02-09,P076,S013,C0073,3,350.87,0.0,1052.61,Wholesale
2023-03-14,P070,S050,C0036,6,359.09,0.15,1831.36,In-Store
2023-10-17,P002,S011,C0057,4,175.14,0.05,665.53,Wholesale
2023-09-06,P006,S017,C0085,4,191.98,0.0,767.92,Online
2023-06-23,P093,S025,C0039,3,108.12,0.0,324.36,Wholesale
2023-05-26,P060,S048,C0020,5,319.06,0.05,1515.53,Online
2023-07-22,P087,S029,C0022,6,436.45,0.15,2225.89,Online
2023-09-07,P058,S032,C0092,3,83.41,0.0,250.23,Online
2023-08-08,P028,S003,C0013,2,264.48,0.15,449.62,In-Store
2023-07-13,P022,S022,C0045,3,114.25,0.0,342.75,Online
2023-07-26,P008,S021,C0007,3,457.41,0.05,1303.62,In-Store
2023-01-31,P091,S043,C0057,4,425.27,0.0,1701.08,In-Store
2023-08-17,P046,S009,C0011,3,200.92,0.0,602.76,Online
2023-07-22,P025,S007,C0042,6,146.25,0.1,789.75,In-Store
2023-04-22,P097,S034,C0021,5,442.3,0.0,2211.5,Online
2023-04-03,P011,S040,C0035,2,440.69,0.0,881.38,In-Store
2023-03-28,P055,S035,C0058,1,22.3,0.0,22.3,Wholesale
2023-04-02,P040,S017,C0026,7,134.72,0.0,943.04,In-Store
2023-04-10,P072,S041,C0025,3,479.25,0.0,1437.75,Online
2023-11-03,P065,S022,C0034,3,154.06,0.05,439.07,Online
2023-04-03,P058,S033,C0071,3,133.36,0.0,400.08,Wholesale
2023-06-10,P052,S036,C0025,3,217.63,0.15,554.96,Wholesale
2023-12-20,P017,S003,C0012,5,395.57,0.0,1977.85,Wholesale
2023-07-06,P072,S015,C0032,4,106.25,0.1,382.5,Wholesale
2023-12-13,P063,S038,C0031,6,463.63,0.0,2781.78,In-Store
2023-12-28,P087,S047,C0058,5,324.09,0.0,1620.45,Online
2023-11-11,P020,S041,C0030,4,34.23,0.0,136.92,In-Store
2023-12-08,P096,S021,C0008,6,348.46,0.05,1986.22,In-Store
2023-11-07,P062,S028,C0088,6,485.4,0.0,2912.4,In-Store
2023-02-24,P066,S019,C0061,2,192.44,0.0,384.88,Online
2023-12-09,P082,S008,C0008,3,114.99,0.05,327.72,In-Store
2023-01-28,P071,S037,C0057,5,129.17,0.0,645.85,Online
2023-04-03,P019,S050,C0078,2,410.06,0.15,697.1,Online
2023-02-22,P084,S037,C0006,4,363.0,0.15,1234.2,Wholesale
2023-03-22,P030,S012,C0051,2,292.7,0.0,585.4,Wholesale
2023-05-15,P041,S006,C0052,3,194.1,0.0,582.3,Wholesale
2023-10-09,P020,S012,C0003,5,423.85,0.0,2119.25,In-Store
2023-07-26,P059,S048,C0056,3,476.01,0.0,1428.03,Online
2023-09-13,P078,S015,C0076,3,475.6,0.0,1426.8,In-Store
2023-04-12,P090,S049,C0068,7,356.17,0.0,2493.19,In-Store
2023-01-28,P079,S048,C0022,6,96.98,0.1,523.69,Wholesale
2023-06-21,P033,S042,C0024,3,362.65,0.15,924.76,In-Store
