Inventory Date,ProductRef,StoreRef,QtyInStock,ReorderFlag
2023-04-01, p089 ,S018,14 units,yes
2023-07-13, P079 ,S013,114 units,no
"May 25, 2023", P013 ,S031,152 units,no
12/07/2023, p027 ,S037,35 units,no
2023-08-29, p038 ,S046,79 units,no
2023-08-12, P065 ,S033,138 units,no
"Apr 27, 2023", P049 ,S033,74 units,no
"Apr 25, 2023", p060 ,S027,91 units,no
"Dec 14, 2023", P064 ,S011,19 units,yes
"Mar 26, 2023", P003 ,S004,151 units,no
"Aug 20, 2023", p092 ,S029,54 units,no
2023-06-18, p085 ,S017,115 units,no
"Mar 31, 2023", p073 ,S028,127 units,no
2023-01-02, p092 ,S019,2 units,yes
2023-01-12, p055 ,S025,188 units,no
"Jul 31, 2023", P001 ,S024,32 units,no
"Jul 09, 2023", p052 ,S050,127 units,no
"Feb 16, 2023", P072 ,S034,21 units,yes
2023-12-28, p057 ,S006,115 units,no
"Mar 14, 2023", p004 ,S012,54 units,no
"Feb 12, 2023", P014 ,S039,128 units,no
25/08/2023, P067 ,S013,77 units,no
"Jan 17, 2023", p028 ,S015,186 units,no
16/05/2023, p026 ,S034,95 units,no
04/07/2023, p057 ,S028,54 units,no
"Jul 09, 2023", P034 ,S033,177 units,no
2023-06-16, P053 ,S041,77 units,no
19/06/2023, P053 ,S036,138 units,no
04/09/2023, P034 ,S023,83 units,no
"Jul 16, 2023", P053 ,S028,176 units,no
"Aug 22, 2023", p043 ,S003,62 units,no
2023-02-02, P064 ,S029,135 units,no
19/05/2023, p041 ,S017,184 units,no
"Nov 13, 2023", p037 ,S014,19 units,yes
"Jul 15, 2023", P002 ,S001,171 units,no
22/03/2023, P001 ,S035,183 units,no
2023-02-21, p077 ,S034,128 units,no
2023-08-02, p026 ,S016,44 units,no
2023-01-31, P094 ,S050,93 units,no
22/05/2023, P046 ,S038,186 units,no
"Dec 05, 2023", P061 ,S008,94 units,no
19/02/2023, p092 ,S001,84 units,no
25/11/2023, P023 ,S031,123 units,no
2023-02-11, P045 ,S004,166 units,no
"Jan 08, 2023", p011 ,S016,49 units,no
"Nov 08, 2023", p090 ,S025,156 units,no
"Jul 03, 2023", P023 ,S046,178 units,no
12/04/2023, P058 ,S046,148 units,no
20/09/2023, P072 ,S030,103 units,no
"Feb 16, 2023", P049 ,S021,166 units,no
2023-09-05, p073 ,S002,64 units,no
2023-01-04, p018 ,S032,89 units,no
2023-03-06, p087 ,S037,3 units,yes
"Feb 03, 2023", p006 ,S015,100 units,no
2023-09-08, P005 ,S047,11 units,yes
"Feb 19, 2023", p011 ,S024,57 units,no
05/04/2023, p042 ,S045,172 units,no
14/04/2023, P084 ,S030,179 units,no
2023-08-12, P096 ,S021,62 units,no
2023-10-20, P014 ,S005,20 units,yes
16/01/2023, P086 ,S023,8 units,yes
2023-10-03, p043 ,S017,158 units,no
"Jun 29, 2023", P100 ,S019,117 units,no
2023-02-17, p093 ,S013,24 units,yes
2023-10-30, P016 ,S016,46 units,no
20/03/2023, p081 ,S026,52 units,no
2023-06-24, p041 ,S020,18 units,yes
"Aug 26, 2023", P100 ,S012,173 units,no
2023-08-25, p074 ,S027,75 units,no
04/07/2023, p077 ,S046,46 units,no
2023-09-17, P072 ,S012,22 units,yes
2023-08-18, P019 ,S033,187 units,no
15/07/2023, p057 ,S033,150 units,no
2023-05-16, P071 ,S045,0 units,yes
"Oct 11, 2023", P086 ,S039,172 units,no
"Apr 12, 2023", p031 ,S002,169 units,no
08/09/2023, p073 ,S047,175 units,no
28/02/2023, p031 ,S049,63 units,no
"Feb 11, 2023", P066 ,S024,118 units,no
2023-12-12, P062 ,S038,53 units,no
2023-06-19, P099 ,S050,177 units,no
01/06/2023, P075 ,S032,188 units,no
"Dec 18, 2023", p082 ,S033,83 units,no
2023-04-27, P009 ,S042,37 units,no
"Jul 05, 2023", p088 ,S008,129 units,no
"Aug 21, 2023", p088 ,S020,102 units,no
22/06/2023, P070 ,S011,30 units,no
"Sep 07, 2023", p041 ,S006,143 units,no
2023-11-27, p092 ,S009,43 units,no
"Apr 06, 2023", P083 ,S013,26 units,yes
29/07/2023, P047 ,S037,98 units,no
"May 27, 2023", p021 ,S012,39 units,no
2023-12-31, p043 ,S021,112 units,no
2023-09-30, P016 ,S012,10 units,yes
"Nov 19, 2023", p081 ,S042,120 units,no
2023-03-08, P045 ,S002,94 units,no
26/01/2023, P086 ,S013,178 units,no
2023-12-30, p022 ,S018,176 units,no
2023-08-24, P013 ,S001,163 units,no
22/07/2023, P083 ,S019,6 units,yes
2023-10-12, p088 ,S026,136 units,no
2023-09-07, P033 ,S029,111 units,no
"May 25, 2023", p081 ,S018,28 units,yes
"Oct 23, 2023", P063 ,S033,165 units,no
2023-04-01, P072 ,S030,8 units,yes
"May 09, 2023", p012 ,S005,82 units,no
2023-08-07, p095 ,S046,153 units,no
2023-07-23, p085 ,S010,35 units,no
21/04/2023, p018 ,S033,35 units,no
"Jul 25, 2023", p092 ,S024,164 units,no
2023-08-05, p074 ,S028,171 units,no
2023-01-22, p041 ,S016,79 units,no
2023-09-20, p077 ,S035,84 units,no
28/04/2023, p050 ,S049,176 units,no
24/04/2023, P070 ,S025,6 units,yes
"Feb 08, 2023", p090 ,S028,45 units,no
"May 21, 2023", P076 ,S043,172 units,no
"Apr 08, 2023", P014 ,S036,135 units,no
2023-09-13, P020 ,S047,61 units,no
"Nov 26, 2023", P053 ,S011,72 units,no
"Feb 23, 2023", p081 ,S048,138 units,no
08/12/2023, P075 ,S001,90 units,no
31/07/2023, P023 ,S019,200 units,no
21/12/2023, P029 ,S034,67 units,no
"Jul 15, 2023", p038 ,S001,196 units,no
2023-12-12, p091 ,S021,102 units,no
"Apr 27, 2023", P071 ,S030,94 units,no
"Sep 07, 2023", p052 ,S015,33 units,no
2023-03-17, P063 ,S009,132 units,no
"Feb 17, 2023", P064 ,S004,73 units,no
"Nov 18, 2023", P063 ,S007,62 units,no
2023-10-28, P086 ,S047,135 units,no
"Mar 05, 2023", p010 ,S030,171 units,no
"Feb 24, 2023", P049 ,S005,37 units,no
21/06/2023, P061 ,S023,110 units,no
"Jun 22, 2023", P001 ,S033,103 units,no
"Feb 04, 2023", p074 ,S021,99 units,no
01/06/2023, p085 ,S032,28 units,yes
2023-11-24, P002 ,S003,161 units,no
2023-07-18, p052 ,S020,104 units,no
"Jul 31, 2023", P039 ,S029,34 units,no
03/06/2023, p035 ,S007,158 units,no
2023-05-03, P064 ,S006,113 units,no
"Nov 02, 2023", P033 ,S045,197 units,no
2023-04-22, P079 ,S044,95 units,no
2023-12-25, p073 ,S004,72 units,no
"Jan 15, 2023", p028 ,S023,96 units,no
2023-09-13, P019 ,S022,57 units,no
2023-09-04, P066 ,S010,136 units,no
2023-02-02, P003 ,S036,121 units,no
12/10/2023, P079 ,S028,85 units,no
"Sep 28, 2023", P086 ,S026,185 units,no
04/06/2023, p043 ,S046,130 units,no
2023-09-28, P046 ,S033,67 units,no
11/05/2023, p037 ,S004,108 units,no
22/07/2023, p021 ,S046,198 units,no
"Oct 20, 2023", P084 ,S041,153 units,no
2023-06-07, p081 ,S005,129 units,no
14/08/2023, p085 ,S030,37 units,no
"Aug 08, 2023", P039 ,S007,60 units,no
"May 09, 2023", P034 ,S010,108 units,no
"Feb 06, 2023", P067 ,S039,94 units,no
"Jan 15, 2023", p093 ,S038,67 units,no
"Oct 23, 2023", p037 ,S011,102 units,no
04/09/2023, P007 ,S003,166 units,no
2023-08-02, p082 ,S028,148 units,no
2023-02-27, P024 ,S020,6 units,yes
25/11/2023, P061 ,S022,108 units,no
28/05/2023, P067 ,S013,20 units,yes
2023-09-13, P063 ,S013,42 units,no
30/06/2023, P033 ,S033,3 units,yes
22/08/2023, P003 ,S010,27 units,yes
"Mar 27, 2023", P020 ,S040,176 units,no
2023-05-28, P094 ,S016,27 units,yes
09/07/2023, p050 ,S029,42 units,no
02/06/2023, p041 ,S014,100 units,no
2023-05-17, p093 ,S010,158 units,no
2023-11-11, p006 ,S035,137 units,no
04/10/2023, P049 ,S005,117 units,no
21/04/2023, P047 ,S003,78 units,no
14/03/2023, P094 ,S028,44 units,no
2023-10-21, p015 ,S009,178 units,no
2023-07-07, P070 ,S017,157 units,no
26/12/2023, P072 ,S021,87 units,no
23/11/2023, P009 ,S034,95 units,no
08/01/2023, p095 ,S050,126 units,no
23/08/2023, P014 ,S013,199 units,no
2023-01-18, P098 ,S041,62 units,no
"Aug 27, 2023", p093 ,S010,34 units,no
"Sep 29, 2023", p055 ,S006,85 units,no
2023-12-26, p055 ,S014,186 units,no
"Mar 28, 2023", p012 ,S029,106 units,no
2023-01-22, p097 ,S031,129 units,no
25/12/2023, p091 ,S008,1 units,yes
"Jan 22, 2023", p081 ,S019,152 units,no
"Jan 01, 2023", p057 ,S026,195 units,no
2023-07-03, P007 ,S023,67 units,no
"Jan 10, 2023", P002 ,S004,133 units,no
"May 11, 2023", p037 ,S003,95 units,no
2023-11-05, P059 ,S043,157 units,no
2023-01-01, p028 ,S031,2 units,yes
05/12/2023, p077 ,S003,94 units,no
2023-05-24, P051 ,S025,81 units,no
21/04/2023, P025 ,S049,93 units,no
2023-08-13, p044 ,S011,188 units,no
30/06/2023, P053 ,S049,37 units,no
01/10/2023, p073 ,S015,23 units,yes
26/01/2023, P096 ,S022,136 units,no
2023-07-27, P039 ,S004,143 units,no
15/12/2023, p004 ,S031,22 units,yes
12/10/2023, P049 ,S028,14 units,yes
10/06/2023, P067 ,S033,133 units,no
01/11/2023, P034 ,S027,87 units,no
"Oct 29, 2023", P096 ,S036,122 units,no
24/01/2023, p052 ,S044,23 units,yes
"May 04, 2023", P076 ,S014,40 units,no
2023-10-24, P023 ,S043,109 units,no
"May 06, 2023", p031 ,S037,169 units,no
2023-03-18, P067 ,S032,151 units,no
2023-06-03, p091 ,S047,27 units,yes
30/05/2023, p060 ,S040,12 units,yes
"Feb 08, 2023", p044 ,S041,158 units,no
18/04/2023, P030 ,S028,11 units,yes
"Aug 05, 2023", p088 ,S009,185 units,no
29/10/2023, P075 ,S015,194 units,no
2023-02-27, P029 ,S048,183 units,no
"May 27, 2023", p032 ,S020,185 units,no
21/11/2023, P094 ,S019,90 units,no
2023-01-17, p012 ,S012,85 units,no
"May 07, 2023", p037 ,S019,27 units,yes
21/01/2023, P013 ,S037,124 units,no
"Nov 07, 2023", P030 ,S043,29 units,yes
26/11/2023, P029 ,S008,85 units,no
"Jan 05, 2023", P047 ,S046,182 units,no
"Oct 13, 2023", p087 ,S008,153 units,no
2023-08-28, P009 ,S010,65 units,no
22/12/2023, p092 ,S008,24 units,yes
04/08/2023, p088 ,S001,108 units,no
23/04/2023, p018 ,S050,131 units,no
2023-08-20, p080 ,S043,99 units,no
2023-11-15, p082 ,S039,111 units,no
01/09/2023, p017 ,S011,50 units,no
"Aug 12, 2023", p041 ,S016,101 units,no
2023-05-12, p017 ,S005,91 units,no
25/06/2023, P020 ,S027,56 units,no
"Dec 21, 2023", p054 ,S017,136 units,no
2023-12-12, P083 ,S049,97 units,no
"Sep 26, 2023", P002 ,S022,135 units,no
2023-04-02, p081 ,S040,177 units,no
2023-08-07, p093 ,S017,103 units,no
2023-08-29, P046 ,S033,84 units,no
2023-04-24, p043 ,S044,131 units,no
25/04/2023, p088 ,S001,28 units,yes
"Mar 22, 2023", p077 ,S014,96 units,no
2023-01-23, p057 ,S028,141 units,no
"Aug 09, 2023", P063 ,S040,23 units,yes
2023-03-27, p055 ,S039,91 units,no
10/07/2023, p044 ,S018,60 units,no
"Sep 27, 2023", P030 ,S034,13 units,yes
"Aug 21, 2023", P071 ,S017,124 units,no
"Jun 29, 2023", P099 ,S020,51 units,no
20/09/2023, p052 ,S044,111 units,no
2023-02-25, P029 ,S034,179 units,no
22/05/2023, P065 ,S039,145 units,no
"Jan 20, 2023", P083 ,S024,135 units,no
25/11/2023, P051 ,S007,103 units,no
2023-12-21, p089 ,S040,3 units,yes
2023-06-21, p022 ,S035,166 units,no
15/08/2023, P003 ,S044,189 units,no
31/12/2023, p043 ,S021,15 units,yes
01/11/2023, P076 ,S020,70 units,no
"Nov 10, 2023", p022 ,S003,155 units,no
15/01/2023, p052 ,S047,132 units,no
"Nov 03, 2023", P001 ,S025,105 units,no
11/12/2023, P098 ,S032,64 units,no
"Nov 19, 2023", P013 ,S033,45 units,no
2023-06-30, p092 ,S026,27 units,yes
"Jan 06, 2023", p090 ,S048,198 units,no
2023-06-20, P066 ,S049,58 units,no
11/07/2023, p073 ,S035,94 units,no
26/09/2023, p091 ,S020,132 units,no
"Aug 22, 2023", P098 ,S011,79 units,no
2023-02-16, P065 ,S041,37 units,no
2023-01-16, p090 ,S007,174 units,no
24/08/2023, P046 ,S043,173 units,no
20/03/2023, P058 ,S010,32 units,no
01/08/2023, P075 ,S034,50 units,no
"Apr 15, 2023", p006 ,S017,128 units,no
"May 03, 2023", p038 ,S019,74 units,no
18/11/2023, P019 ,S007,119 units,no
10/10/2023, p044 ,S016,50 units,no
"Jun 09, 2023", P025 ,S025,66 units,no
2023-10-10, p091 ,S026,115 units,no
2023-05-17, P007 ,S022,20 units,yes
2023-08-12, p080 ,S001,51 units,no
"Apr 05, 2023", P059 ,S043,59 units,no
27/09/2023, P020 ,S031,42 units,no
2023-03-16, P039 ,S024,100 units,no
"Jul 17, 2023", P016 ,S041,60 units,no
"Apr 13, 2023", P066 ,S028,89 units,no
31/08/2023, P005 ,S028,60 units,no
"Nov 10, 2023", P034 ,S026,55 units,no
"Oct 25, 2023", p027 ,S036,165 units,no
25/12/2023, p091 ,S035,199 units,no
"Jun 02, 2023", P034 ,S005,37 units,no
21/01/2023, p087 ,S033,164 units,no
07/09/2023, p077 ,S045,34 units,no
2023-03-10, p080 ,S003,191 units,no
11/01/2023, P030 ,S003,158 units,no
2023-10-19, P030 ,S022,83 units,no
"Apr 07, 2023", p055 ,S050,197 units,no
24/03/2023, P023 ,S003,39 units,no
"Sep 03, 2023", P069 ,S007,147 units,no
"Jun 19, 2023", P053 ,S019,181 units,no
"Jul 30, 2023", p021 ,S046,118 units,no
"Aug 23, 2023", p088 ,S004,183 units,no
2023-06-22, P094 ,S031,103 units,no
25/04/2023, P036 ,S039,67 units,no
"Oct 10, 2023", p080 ,S044,31 units,no
22/03/2023, p004 ,S013,77 units,no
2023-11-15, p043 ,S032,196 units,no
"Nov 14, 2023", P083 ,S009,22 units,yes
2023-02-14, p095 ,S026,25 units,yes
"Mar 23, 2023", p087 ,S030,191 units,no
06/12/2023, P086 ,S001,170 units,no
"Aug 28, 2023", p081 ,S040,174 units,no
2023-11-18, P009 ,S019,38 units,no
2023-07-18, p078 ,S030,197 units,no
10/12/2023, P033 ,S046,58 units,no
2023-02-09, p089 ,S044,49 units,no
"Jan 11, 2023", P099 ,S002,96 units,no
2023-06-10, P058 ,S036,137 units,no
"Apr 25, 2023", p092 ,S022,38 units,no
2023-04-08, p042 ,S007,100 units,no
2023-02-25, P046 ,S016,63 units,no
"Apr 08, 2023", P049 ,S033,42 units,no
2023-04-19, P001 ,S019,17 units,yes
"Dec 02, 2023", P076 ,S003,129 units,no
2023-01-30, P002 ,S032,99 units,no
31/01/2023, P001 ,S050,136 units,no
2023-12-22, p052 ,S007,154 units,no
"Oct 31, 2023", p052 ,S019,113 units,no
01/01/2023, p077 ,S013,82 units,no
2023-10-05, P013 ,S047,9 units,yes
"Aug 12, 2023", p087 ,S036,141 units,no
"May 10, 2023", p021 ,S032,37 units,no
07/03/2023, P086 ,S001,96 units,no
"May 05, 2023", P008 ,S012,2 units,yes
"Oct 30, 2023", p010 ,S018,155 units,no
"Sep 11, 2023", P013 ,S031,179 units,no
09/06/2023, P019 ,S006,90 units,no
"Sep 09, 2023", p010 ,S039,23 units,yes
04/05/2023, P075 ,S046,26 units,yes
27/02/2023, p052 ,S050,79 units,no
15/01/2023, P049 ,S047,104 units,no
21/08/2023, P069 ,S016,135 units,no
2023-07-31, p095 ,S022,122 units,no
2023-07-17, p004 ,S034,45 units,no
"Mar 21, 2023", P013 ,S050,49 units,no
"Jul 06, 2023", p021 ,S029,159 units,no
"Aug 13, 2023", p041 ,S036,62 units,no
2023-08-20, p018 ,S039,58 units,no
22/11/2023, p017 ,S008,195 units,no
"Oct 15, 2023", P068 ,S011,105 units,no
02/08/2023, p028 ,S017,67 units,no
2023-10-28, p028 ,S033,117 units,no
2023-08-30, p017 ,S005,174 units,no
29/11/2023, p012 ,S016,82 units,no
31/01/2023, P100 ,S003,9 units,yes
"Dec 06, 2023", P002 ,S018,69 units,no
2023-05-09, P013 ,S032,149 units,no
09/03/2023, p085 ,S038,20 units,yes
2023-08-04, P036 ,S007,124 units,no
25/04/2023, P029 ,S009,51 units,no
"Apr 27, 2023", P023 ,S001,167 units,no
25/11/2023, p057 ,S024,123 units,no
"Oct 02, 2023", p087 ,S019,25 units,yes
2023-08-22, p074 ,S034,104 units,no
2023-11-07, P034 ,S007,145 units,no
2023-11-01, p088 ,S025,60 units,no
11/01/2023, P047 ,S019,119 units,no
03/06/2023, p022 ,S046,51 units,no
"Nov 30, 2023", p073 ,S019,176 units,no
"Aug 15, 2023", p042 ,S018,8 units,yes
"May 04, 2023", P099 ,S021,177 units,no
"Apr 09, 2023", p057 ,S005,96 units,no
2023-07-25, P079 ,S041,68 units,no
"Apr 05, 2023", P030 ,S013,28 units,yes
2023-09-03, p031 ,S047,73 units,no
"Jun 26, 2023", p095 ,S001,141 units,no
2023-06-20, P061 ,S035,61 units,no
30/12/2023, p060 ,S014,111 units,no
2023-11-18, P064 ,S012,168 units,no
20/11/2023, P045 ,S025,132 units,no
02/05/2023, p089 ,S007,183 units,no
2023-01-25, P047 ,S031,0 units,yes
01/02/2023, P064 ,S047,28 units,yes
2023-01-18, p043 ,S047,196 units,no
2023-04-10, p080 ,S002,34 units,no
2023-01-14, p041 ,S022,13 units,yes
"Mar 09, 2023", P098 ,S050,138 units,no
2023-05-22, p085 ,S037,25 units,yes
2023-10-07, P013 ,S011,24 units,yes
"Sep 11, 2023", P020 ,S032,192 units,no
05/08/2023, p028 ,S038,52 units,no
"Nov 26, 2023", P046 ,S015,170 units,no
23/06/2023, P061 ,S014,105 units,no
"Aug 17, 2023", p080 ,S006,75 units,no
2023-07-24, P020 ,S010,31 units,no
"Mar 06, 2023", P016 ,S016,64 units,no
18/12/2023, p088 ,S001,136 units,no
2023-06-13, P033 ,S049,144 units,no
2023-09-16, p057 ,S030,85 units,no
"Aug 06, 2023", p093 ,S022,150 units,no
2023-03-15, p081 ,S006,19 units,yes
24/07/2023, P047 ,S028,16 units,yes
"Mar 11, 2023", P014 ,S003,195 units,no
"Jan 27, 2023", p057 ,S050,125 units,no
"Jan 05, 2023", p028 ,S027,110 units,no
"Oct 25, 2023", P072 ,S044,33 units,no
2023-05-30, P007 ,S018,95 units,no
"Jul 27, 2023", p004 ,S036,79 units,no
2023-10-02, P056 ,S026,154 units,no
"Jan 30, 2023", p043 ,S045,189 units,no
01/12/2023, P024 ,S018,91 units,no
2023-10-21, P068 ,S021,0 units,yes
11/12/2023, P036 ,S016,67 units,no
"Sep 06, 2023", p097 ,S007,13 units,yes
14/06/2023, p015 ,S033,171 units,no
23/03/2023, p073 ,S023,134 units,no
2023-07-21, P062 ,S015,42 units,no
17/06/2023, P059 ,S001,109 units,no
23/05/2023, P025 ,S016,61 units,no
"Aug 30, 2023", P045 ,S008,133 units,no
21/02/2023, P067 ,S033,131 units,no
01/04/2023, P084 ,S043,120 units,no
02/03/2023, P049 ,S045,131 units,no
"Aug 29, 2023", p073 ,S013,55 units,no
2023-12-12, P009 ,S026,107 units,no
"Nov 21, 2023", p012 ,S014,12 units,yes
02/12/2023, P058 ,S045,29 units,yes
23/04/2023, p038 ,S045,49 units,no
2023-12-27, p057 ,S031,58 units,no
"Jul 21, 2023", p004 ,S019,40 units,no
26/12/2023, P001 ,S044,24 units,yes
14/07/2023, P070 ,S012,93 units,no
22/05/2023, P061 ,S018,70 units,no
"Feb 02, 2023", p074 ,S002,92 units,no
"Feb 23, 2023", P065 ,S019,134 units,no
2023-08-08, p074 ,S025,35 units,no
"Aug 04, 2023", p092 ,S026,174 units,no
"Jan 03, 2023", P025 ,S006,120 units,no
2023-04-24, P009 ,S007,149 units,no
04/06/2023, p057 ,S018,8 units,yes
"Nov 20, 2023", P063 ,S007,94 units,no
"Jun 23, 2023", p011 ,S038,187 units,no
2023-02-05, p097 ,S016,39 units,no
20/08/2023, P045 ,S024,10 units,yes
07/10/2023, P076 ,S033,125 units,no
2023-09-21, p044 ,S027,148 units,no
2023-09-10, p012 ,S021,12 units,yes
2023-07-27, P076 ,S040,40 units,no
"Apr 10, 2023", P013 ,S030,39 units,no
07/02/2023, p073 ,S041,5 units,yes
"Sep 06, 2023", p041 ,S039,112 units,no
27/02/2023, P094 ,S048,21 units,yes
02/01/2023, p044 ,S042,125 units,no
"Apr 05, 2023", P100 ,S017,90 units,no
2023-06-25, P046 ,S019,151 units,no
"Jul 06, 2023", p089 ,S046,90 units,no
"Jul 11, 2023", P058 ,S028,189 units,no
"Jul 27, 2023", p087 ,S015,149 units,no
"May 25, 2023", P062 ,S015,195 units,no
23/02/2023, P014 ,S007,11 units,yes
"Aug 22, 2023", p037 ,S047,130 units,no
2023-08-11, p081 ,S040,11 units,yes
"Apr 13, 2023", p042 ,S001,105 units,no
05/02/2023, P001 ,S017,85 units,no
"Apr 07, 2023", P072 ,S017,195 units,no
2023-08-07, P036 ,S009,46 units,no
"Dec 08, 2023", P084 ,S022,8 units,yes
01/11/2023, p077 ,S014,132 units,no
26/06/2023, p090 ,S015,122 units,no
13/06/2023, P039 ,S017,194 units,no
"Oct 13, 2023", P061 ,S044,57 units,no
05/07/2023, P024 ,S002,167 units,no
"Jul 22, 2023", P048 ,S012,164 units,no
2023-10-03, P065 ,S019,149 units,no
"Nov 04, 2023", p035 ,S006,110 units,no
2023-01-23, P099 ,S024,96 units,no
"Dec 13, 2023", P009 ,S029,191 units,no
"Oct 03, 2023", P008 ,S001,178 units,no
20/12/2023, p052 ,S031,187 units,no
27/10/2023, p095 ,S026,118 units,no
05/05/2023, P059 ,S005,2 units,yes
"Sep 30, 2023", P065 ,S035,178 units,no
14/10/2023, p043 ,S041,162 units,no
"Mar 15, 2023", p022 ,S045,76 units,no
"Aug 16, 2023", P083 ,S039,11 units,yes
19/11/2023, p050 ,S027,194 units,no
"Feb 04, 2023", P083 ,S046,122 units,no
2023-08-05, p004 ,S023,9 units,yes
04/08/2023, P033 ,S040,52 units,no
18/03/2023, p017 ,S046,187 units,no
16/06/2023, p055 ,S016,191 units,no
02/06/2023, P079 ,S022,186 units,no
2023-05-15, P100 ,S045,146 units,no
14/12/2023, p097 ,S030,191 units,no
18/01/2023, P065 ,S034,74 units,no
28/04/2023, p081 ,S017,120 units,no
"Nov 03, 2023", P062 ,S050,156 units,no
2023-07-20, P048 ,S016,60 units,no
08/03/2023, p015 ,S050,3 units,yes
"Jun 17, 2023", p022 ,S036,155 units,no
2023-01-22, p085 ,S038,79 units,no
"Jan 22, 2023", P049 ,S005,137 units,no
"Jan 01, 2023", p077 ,S028,14 units,yes
2023-02-09, p035 ,S046,0 units,yes
2023-07-28, P059 ,S041,97 units,no
01/02/2023, P094 ,S020,2 units,yes
2023-10-19, p022 ,S016,113 units,no
08/06/2023, p087 ,S041,131 units,no
"Sep 28, 2023", p022 ,S021,167 units,no
17/03/2023, p017 ,S047,0 units,yes
2023-12-13, p085 ,S040,187 units,no
27/01/2023, p017 ,S028,147 units,no
2023-06-19, p012 ,S027,55 units,no
"May 13, 2023", P076 ,S020,163 units,no
2023-02-14, p004 ,S021,139 units,no
"Aug 25, 2023", P048 ,S036,94 units,no
"Jan 03, 2023", p021 ,S022,132 units,no
07/12/2023, p022 ,S034,46 units,no
"Oct 04, 2023", P034 ,S029,63 units,no
30/05/2023, p018 ,S013,74 units,no
"Dec 24, 2023", p010 ,S036,184 units,no
2023-07-29, P064 ,S044,172 units,no
20/11/2023, P083 ,S043,152 units,no
08/02/2023, p088 ,S010,159 units,no
2023-01-26, P045 ,S043,60 units,no
24/05/2023, P029 ,S045,16 units,yes
28/12/2023, p006 ,S034,101 units,no
"Aug 25, 2023", P067 ,S050,108 units,no
2023-07-18, p021 ,S036,109 units,no
2023-06-09, p085 ,S003,66 units,no
"Apr 21, 2023", P025 ,S009,67 units,no
"Jul 07, 2023", p017 ,S004,88 units,no
08/08/2023, p042 ,S001,118 units,no
"Jan 27, 2023", P036 ,S031,1 units,yes
"Aug 02, 2023", p044 ,S004,132 units,no
"Aug 01, 2023", P075 ,S038,75 units,no
22/11/2023, P065 ,S031,44 units,no
08/12/2023, P079 ,S018,33 units,no
2023-05-15, p057 ,S023,90 units,no
"May 03, 2023", P067 ,S019,30 units,no
2023-11-12, P096 ,S040,140 units,no
2023-05-17, P009 ,S030,192 units,no
"Jul 16, 2023", P014 ,S047,93 units,no
2023-02-12, P094 ,S020,85 units,no
16/04/2023, P075 ,S049,12 units,yes
"Aug 03, 2023", p087 ,S002,96 units,no
"Jan 01, 2023", p027 ,S012,139 units,no
2023-05-08, p092 ,S004,14 units,yes
"Apr 04, 2023", P030 ,S029,127 units,no
"Dec 22, 2023", P096 ,S023,10 units,yes
2023-11-25, P071 ,S013,132 units,no
31/05/2023, P059 ,S013,51 units,no
2023-08-08, P083 ,S014,145 units,no
"Jul 17, 2023", P067 ,S040,136 units,no
2023-06-25, p088 ,S038,176 units,no
"Jul 03, 2023", P086 ,S032,190 units,no
"Oct 14, 2023", P040 ,S033,181 units,no
29/06/2023, P063 ,S034,115 units,no
"Apr 25, 2023", p015 ,S035,52 units,no
2023-01-04, p088 ,S002,134 units,no
2023-03-24, p052 ,S046,72 units,no
28/04/2023, P008 ,S042,4 units,yes
21/12/2023, P053 ,S042,111 units,no
08/10/2023, P008 ,S044,21 units,yes
"Jun 10, 2023", P036 ,S042,199 units,no
"Mar 21, 2023", p089 ,S014,151 units,no
2023-09-08, P059 ,S016,153 units,no
"Jul 01, 2023", P008 ,S005,28 units,yes
01/05/2023, P001 ,S014,149 units,no
07/08/2023, P013 ,S017,169 units,no
2023-06-24, P009 ,S040,104 units,no
"Apr 16, 2023", p054 ,S007,132 units,no
18/01/2023, p089 ,S014,121 units,no
01/08/2023, P061 ,S010,111 units,no
06/10/2023, P100 ,S033,11 units,yes
17/12/2023, p085 ,S001,177 units,no
2023-08-28, p077 ,S028,81 units,no
"Sep 26, 2023", p032 ,S010,23 units,yes
2023-01-28, P096 ,S033,20 units,yes
2023-12-17, P063 ,S009,48 units,no
"May 27, 2023", p017 ,S001,22 units,yes
"Jan 31, 2023", P083 ,S005,121 units,no
"Dec 15, 2023", P008 ,S045,119 units,no
08/06/2023, P039 ,S035,57 units,no
"May 24, 2023", P083 ,S048,123 units,no
19/09/2023, p026 ,S007,109 units,no
"Apr 29, 2023", P046 ,S015,199 units,no
2023-04-27, p081 ,S013,196 units,no
"Oct 04, 2023", P019 ,S040,151 units,no
21/03/2023, P049 ,S015,26 units,yes
"Mar 06, 2023", p057 ,S008,38 units,no
"May 07, 2023", P036 ,S040,191 units,no
2023-11-27, P001 ,S012,59 units,no
"May 06, 2023", p012 ,S010,83 units,no
"Jul 21, 2023", p038 ,S026,85 units,no
2023-03-09, P001 ,S027,196 units,no
23/09/2023, P059 ,S005,179 units,no
"Jul 02, 2023", p037 ,S031,91 units,no
18/10/2023, P030 ,S048,149 units,no
2023-07-05, p081 ,S001,28 units,yes
11/08/2023, p006 ,S025,182 units,no
23/06/2023, P013 ,S024,41 units,no
2023-03-10, P019 ,S027,168 units,no
"Mar 08, 2023", p089 ,S023,68 units,no
2023-11-20, p027 ,S019,11 units,yes
